Sheet,Jurisdiction,Jurisdiction Setting,Jurisdiction Role,HSTM Setting,HSTM Role,Regulation Type,Oversight / Professional Agency,Requirement Level,Authority Level,Citation,Training Topic / Competency Item,Relationship,Purpose,Hours Required,Source URL,Notes / Research Flags
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),"Knowledge: Describes structured communication frameworks used in the ALF setting, including SBAR and INTERACT tools",Child,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),"Skill: Performs a focused nursing assessment within LVN scope, synthesizes UAP observations, and formulates a clear clinical communication to the RN, provider, or emergency services",Child,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),"Skill: Documents change-in-condition events, assessments, interventions, and communications accurately and in real time to support continuity of care and regulatory review",Child,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),"Ability: Discriminates between conditions manageable at the ALF level and those requiring hospital transfer, and advocates for the resident's goals of care when transfer decisions arise",Child,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),Domain 7: Skilled Nursing Tasks within LVN Scope,Parent,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),"Knowledge: Identifies the skilled tasks permissible under state LVN scope in the ALF setting , typically including wound care, catheter care, blood glucose monitoring, insulin and other subcutaneous injections, ostomy care, and specimen collection",Child,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),"Knowledge: Understands the additional certifications or standardized procedures required in some states for IV therapy, central line care, or anticoagulation monitoring (INR checks)",Child,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),"Skill: Performs skilled tasks in accordance with current evidence-based practice, facility protocol, and documented competency",Child,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),Ability: Recognizes when a clinical situation exceeds LVN scope and requires RN or provider involvement and effects the transition without compromising resident safety,Child,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),"Domain 8: Falls, Skin Integrity, and Preventive Surveillance",Parent,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),"Knowledge: Identifies ALF-specific fall and pressure injury risk factors, including resident mobility and independence, polypharmacy contributions, and cognitive impairment",Child,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),"Knowledge: Describes the Braden Scale, Morse Fall Scale, and comparable risk assessment frameworks commonly used in the ALF setting, including the LVN's role within each",Child,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),"Skill: Leads post-fall and wound assessments, implements individualized interventions consistent with the care plan, and directs UAP on turning, offloading, and moisture management",Child,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),"Ability: Integrates surveillance findings across the resident population to identify trends (e.g., recurring falls after medication changes) and communicates these to the Director of Nursing or QAPI committee",Child,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),"Domain 9: Documentation, Care Planning, and Interdisciplinary Communication",Parent,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),Knowledge: Describes the LVN's state-defined role in the nursing process in the ALF setting - typically data collection and contribution to the care plan rather than independent nursing diagnosis or care plan authorship,Child,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),"Knowledge: Identifies the core documentation obligations in an ALF - MAR, treatment records, progress notes, change-in-condition notes, incident reports, and communication logs - and understands how each supports regulatory defensibility",Child,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),"Skill: Produces objective, timely, and legally defensible documentation that reflects nursing process steps within LVN scope; in ALFs this documentation supports incident investigation, survey response, change-in-condition review, family concerns, emergency transfer timelines, delegated-care oversight, and regulatory defensibility following adverse events",Child,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),"Skill: Communicates clinical information across disciplines and audiences, including UAP, RN, provider, family, hospice, pharmacy, and transferring facilities, adapting to the audience without loss of clinical accuracy",Child,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),"Ability: Recognizes documentation gaps and systems-level communication failures, and raises them for resolution rather than accommodating workarounds that erode regulatory posture",Child,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),Domain 10: End-of-Life and Comfort Care in the ALF Setting,Parent,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),"Knowledge: Describes the LVN's role in supporting residents receiving hospice or palliative care within the ALF, including coordination with the hospice agency as the primary clinical authority",Child,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),"Knowledge: Identifies physical signs of active dying and understands how goals of care shift clinical decision-making toward comfort, including the documentation and verification of advance directives and code status",Child,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
WR LVN_ALF,US,residential care facility for the elderly,Licensed Vocational Nurse (LVN),Assisted Living Facility,"Clinical, Medication Dispensing",,,Other Training Reference,Competency,Job Study — Licensed Vocational Nurse (LVN) × Assisted Living Facility (FINAL),"Skill: Delivers comfort-focused nursing care, such as pain and symptom assessment, positioning, oral care, bowel and bladder management, and directs UAP consistently within the resident's plan",Child,Workforce Readiness,,,Source: JobStudy_LVN_ALF_FINAL.docx | Date of Review: May 2026
